"paper","title","id","url","hasId","hasUrl","status"
"01_语料画像.md","5G","5a32a445-202b-593a-a880-21c3716cd9cc","https://www.zhihu.com/question/314766480/answer/708378659","True","True","PASS"
"01_语料画像.md","战马阉割","c5354fb0-7345-5864-8522-2c0cfdad3c2e","https://www.zhihu.com/question/65970247/answer/2089938627","True","True","PASS"
"01_语料画像.md","最大成长速度","e108515f-375c-53c9-8f6d-1ee2c16b275a","https://www.zhihu.com/question/490344475/answer/2184363828","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","摆脱贫穷","ecfc1be7-86b5-57d6-806d-7a8fcc374949","https://www.zhihu.com/question/444003245/answer/1744384489","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","不吭声","fac46c04-7559-5f0c-9e9e-c7335080db35","https://www.zhihu.com/question/2019790269206246894/answer/2033220372695397077","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","财富观","2133f3d8-4ccb-5c0f-9c09-1539ab21c794","https://www.zhihu.com/question/314627020/answer/1193533378","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","持公器","ea9197ca-0a2e-51ee-beeb-ca4773d4a549","https://www.zhihu.com/question/452534650/answer/1814615350","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","当仁不让","be11fc4e-aa10-5562-b303-6cffcea4b6a9","https://www.ifdian.net/p/fdcb72726a7b11f1b12e52540025c377","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","滴灌","2a88cc8a-0746-573a-9885-9fed9f447797","https://afdian.com/p/b48e7f62775e11efa55352540025c377","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","奠仪几何","9af3f757-ffb6-5c9e-b461-afdf9ccea949","https://www.ifdian.net/p/85097b3e7bd011f1978652540025c377","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","反叛逆","523c4064-2745-5b68-92dd-d8209abaf022","https://afdian.com/p/a65f1942f3d211efb3c75254001e7c00","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","服从","8859afe4-31fa-5b72-a79a-675c16950c82","https://www.zhihu.com/question/463206973/answer/1924612230","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","感谢","88f6cc45-e9e6-5f6e-be62-c55309d38e84","https://www.zhihu.com/question/21723111/answer/1857318376","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","工程师","7d32dc18-d43f-5b31-b663-2cc96f87ef69","https://www.zhihu.com/question/327471497/answer/716941677","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","工德无量","2dcc4d6a-58bf-5e68-9c51-319d51c0f11e","https://www.zhihu.com/question/6727174235/answer/2054345141004006552","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","好战之徒","7d40ff51-8245-5989-b90a-edd964e96a7b","https://www.ifdian.net/p/29903e4231ce11f18a6e5254001e7c00","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","后半句","359095f1-02f7-5cfb-ac88-a2add28d06ca","https://www.ifdian.net/p/ed6f1e387afc11f1a7eb52540025c377","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","进化王","366ab128-d0ec-5a22-9185-a7be6c9ef61a","https://www.zhihu.com/question/444037692/answer/1727447923","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","跨伦理合作","619477f4-e5a2-59a6-b9d3-be63246ea2c2","https://afdian.com/p/8a6d494446d411efb30052540025c377","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","利益共同体","a03985bb-d05e-5b31-86e8-90f9baee69ef","https://www.zhihu.com/question/590364412/answer/2945747516","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","录取线","bc0b8aa6-c51e-5c02-8b44-64f7c256154f","https://www.zhihu.com/question/599385566/answer/3036675225","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","面子","8be80072-b42a-569b-9b77-f4ca432b3fea","https://www.zhihu.com/question/648184251/answer/3435446030","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","批评","11ad7ad3-87eb-5681-93e2-de3e21cbd8a2","https://www.zhihu.com/question/22987136/answer/1434894604","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","平权","94815489-f471-5075-ac07-f496082d34db","https://www.zhihu.com/question/298105587/answer/509627202","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","潜藏无形","f6347ba6-aad3-5f7f-8b08-353683f03410","https://www.zhihu.com/question/422912586/answer/1496227069","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","伤绳","171a8ff5-4f98-5575-849e-46da57be1d50","https://www.zhihu.com/question/1946636394383515889/answer/2032393124841006935","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","术与略","85ab46d9-7681-54c0-a0db-8cf873ad5906","https://www.zhihu.com/question/642534421/answer/91544472029","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","说话的兽","f455e627-834a-5efb-afe9-c311b5694325","https://www.zhihu.com/question/530184935/answer/2558470982","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","死亡","f975f3fe-005b-53dd-8f44-2741aefcda9b","https://www.zhihu.com/question/19795293/answer/1323213160","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","提问者","959872c6-0ae7-517d-aa2f-b669f058ed41","https://www.zhihu.com/question/587975516/answer/2988722122","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","我不同意","7c1ef093-4ed5-5a74-b177-ef28f3ee85bb","https://afdian.com/p/7654f42ea16111ef9b5c5254001e7c00","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","我没有","200309fc-1b48-536f-8a58-7f6e61f9436e","https://www.zhihu.com/question/1896278314173317963/answer/1931762005984928653","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","无根消息","8dcbcd3c-ba15-56aa-8215-9c7de25d299f","https://www.zhihu.com/question/527283848/answer/2434909866","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","勿苛己","22b8e565-a37b-531a-896d-68604a4264bf","https://www.zhihu.com/question/5721531259/answer/2047417568667899837","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","芯片","f0e6b60b-5f91-5037-9796-480eeca991b2","https://www.zhihu.com/question/275316968/answer/497644862","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","信源管理","944384b9-5594-5738-a715-05fe1088318a","https://www.zhihu.com/question/19666344/answer/823306722","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","一寸欢喜","8db8f172-3520-5077-a078-2c9578ebaf39","https://www.zhihu.com/question/2039110884006604997/answer/2041179100837058049","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","有恋无爱","87f504be-9ec1-513f-9ef2-35b5afb76690","https://www.zhihu.com/question/1991793475268673696/answer/2030323731600552037","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","有罪推定","13bd51cf-60f2-54ed-bdee-2e1a9cdf32dc","https://www.zhihu.com/question/541669298/answer/2943290994","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","长生不死的脑残","ac580308-0276-5166-ae63-b3d6978bc550","https://www.zhihu.com/question/417913464/answer/1438032852","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","自卑","4eae907d-2995-55ad-8c9e-0b33069b615b","https://www.zhihu.com/question/20694013/answer/1846677969","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","自信","bbe903b2-99ab-5425-a566-e7dfd1ae6c2d","https://www.zhihu.com/question/269905766/answer/510828072","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","自尊与虚荣","06b3e8ca-8ac1-55a3-8b5d-ccc88d41b814","https://afdian.com/p/f0aa80a03d7d11f084c152540025c377","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","子女的要求","3c5adff1-6b20-5999-a366-0033a5945401","https://www.zhihu.com/question/355524343/answer/2454079129","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","尊者","03c701aa-9760-5272-9215-6de6a61ce6f9","https://www.ifdian.net/p/c367153e797411f1812d52540025c377","True","True","PASS"
"02_实践伦理的工程学_思想体系总论.md","AI 一","6511b53f-878c-5ae0-af8f-d2f04e78569c","https://www.zhihu.com/question/591002830/answer/2947430561","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","爱与自由","b9c59bd0-1023-5f4a-9acd-246a06d9c516","https://www.zhihu.com/question/458175015/answer/1872919909","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","不懂","6e3bb46a-5329-598f-a963-8e0659a84d9e","https://www.ifdian.net/p/98401098458c11f1a20752540025c377","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","不吭声","fac46c04-7559-5f0c-9e9e-c7335080db35","https://www.zhihu.com/question/2019790269206246894/answer/2033220372695397077","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","不听老人言","61843e2f-9230-5dc2-adf6-bb7b3416d5f6","https://www.zhihu.com/question/1889581579178849918/answer/2033525184934715882","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","持公器","ea9197ca-0a2e-51ee-beeb-ca4773d4a549","https://www.zhihu.com/question/452534650/answer/1814615350","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","当仁不让","be11fc4e-aa10-5562-b303-6cffcea4b6a9","https://www.ifdian.net/p/fdcb72726a7b11f1b12e52540025c377","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","盗名","5b10c323-2fe2-5bea-9bbd-616bcfd9180d","https://afdian.com/p/e308d9268b1f11efb96a52540025c377","True","True","PASS"
"03_伦理作为社会技术_权力互惠与社会资本.md","道德","1a742531-d472-5206-909d-af49dc6adb45","https://www.zhihu.com/question/30536604/answer/1867200559","True","True","PASS"
